PSAP ID,PSAP Name,State,County,City,Type of Change,Comments
252,Opp Police Department,AL,Covington,Opp,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #162
7995,Ozark Police Department,AL,Dale,,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
253,Ozark-dale County E9-1-1,AL,Dale,Ozark,NC,
254,Pelham Police Department,AL,Shelby,Pelham,NC,
8234,Perry County E9-1-1,AL,Perry,Uniontown,A,PSAP was added since the original posting of the FCC Registry.
255,Phenix City Police Department,AL,Russell,Phenix City,NC,
256,Pickens County 9-1-1,AL,Pickens,Carrollton,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
257,Pickens County Sheriffs Office,AL,Pickens,Carrollton,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
258,Pike County Communications District,AL,Pike,Troy,NC,
259,Pleasant Grove Police Department,AL,Jefferson,Pleasant Grove,NC,
260,Poarch Creek Indian Tribal Police,AL,Escambia,Atmore,NC,
261,Randolph County E9-1-1,AL,Randolph,Wedowee,NC,
262,Robertsdale Police Department,AL,Baldwin,Robertsdale,NC,
263,Russell County Sheriffs Office,AL,Russell,Phenix City,NC,
7998,Scottsboro Police Department,AL,Jackson,Scottsboro,A,PSAP was added since the original posting of the FCC Registry.
265,Shelby County 9-1-1,AL,Shelby,Pelham,NC,
8230,Shorter Police Department,AL,Macon,Shorter,A,PSAP was added since the original posting of the FCC Registry.
266,Slocomb Police Department,AL,Geneva,Slocomb,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
267,St Clair County E9-1-1,AL,St. Clair,Pell City,NC,
268,Sumter County Sheriffs Office,AL,Sumter,Livingston,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
269,Sylacauga Police Department,AL,Talladega,Sylacauga,NC,
8237,Talladega County Consolidated Communications,AL,Talladega,Talladega,A,PSAP was added since the original posting of the FCC Registry.
270,Talladega County Sheriffs Office,AL,Talladega,Talladega,NC,
271,Talladega Police Department,AL,Talladega,Talladega,NC,
272,Tallapoosa County Sheriffs Office,AL,Tallapoosa,Dadeville,NC,
273,Tallassee Police Department,AL,Elmore,Tallassee,NC,
274,Tarrant City Police And Fire Department,AL,Jefferson,Tarrant,NC,
275,Troy Police Department,AL,Pike,Troy,NC,
276,Tuscaloosa County Sheriffs Office,AL,Tuscaloosa,Tuscaloosa,NC,
277,Tuscaloosa Police Department,AL,Tuscaloosa,Tuscaloosa,NC,
278,Tuskegee City Police Department,AL,Macon,Tuskegee,NC,
279,Union Springs Police Department,AL,Bullock,Union Springs,NC,
280,Valley Police Department,AL,Chambers,Valley,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
281,Vestavia Police And Fire Department,AL,Jefferson,Vestavia,NC,
282,Walker County E9-1-1,AL,Walker,Jasper,NC,
283,Washington County Sheriffs Department,AL,Washington,Chatom,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
284,Wetumpka Police Department,AL,Elmore,Wetumpka,NC,
285,Wilcox County E9-1-1 Communications District,AL,Wilcox,Camden,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
286,Winston County E9-1-1,AL,Winston,Double Springs,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
287,Winston County Sheriffs Department,AL,Winston,Double Springs,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
288,Alma Police Department,AR,Crawford,Alma,NC,
289,Arkadelphia Police Department,AR,Clark,Arkadelphia,NC,
386,Arkansas County 911,AR,Arkansas,Stuttgart,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
290,Arkansas State Police,AR,Searcy,Marshall,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8078,Arkansas State Police - Troop L,AR,Washington,Fayetteville,A,PSAP was added since the original posting of the FCC Registry.
8091,Arkansas State Police Troop,AR,Garland,Hot Springs,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #324
7956,Arkansas State Police Troop A,AR,Pulaski,Little Rock,A,PSAP was added since the original posting of the FCC Registry.
291,Ashley County Sheriffs Office,AR,Ashley,Hamburg,NC,
292,Batesville Central Dispatch,AR,Independence,Batesville,NC,
293,Baxter County 9-1-1,AR,Baxter,Mountain Home,NC,
294,Benton County Central Communications,AR,Benton,Bentonville,NC,
295,Bentonville City Police Department,AR,Benton,Bentonville,NC,
296,Boone County 9-1-1,AR,Boone,Harrison,NC,
297,Brinkley Police Department,AR,Monroe,Brinkley,NC,
8405,Bryant Public Safety,AR,Saline,Bryant,A,PSAP was added since the original posting of the FCC Registry.
298,Cabot Police Department,AR,Lonoke,Cabot,NC,
8224,Calhoun County Sheriff's Dispatch Center,AR,Calhoun,Hampton,A,PSAP was added since the original posting of the FCC Registry.
299,Calhoun County Sheriffs Office,AR,Calhoun,Hampton,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8088,Carlisle Police Department,AR,Lonoke,Carlisle,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #344
300,Carroll County Sheriffs Office,AR,Carroll,Berryville,NC,
7979,Chicot County E911,AR,Chicot,Eudora,A,PSAP was added since the original posting of the FCC Registry.
8059,City Of Benton,AR,Saline,Benton,A,PSAP was added since the original posting of the FCC Registry.
303,Clark County Sheriffs Department,AR,Clark,Arkadelphia,NC,
304,Clarksville Police Department,AR,Johnson,Clarksville,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #335
305,Clay County Sheriffs Department,AR,Clay,Piggott,NC,
306,Cleveland County Sheriffs Office,AR,Cleveland,Rison,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
308,Columbia County Sheriffs Department,AR,Columbia,Magnolia,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #307
309,Conway Police Department,AR,Faulkner,Conway,NC,
310,Craighead County Sheriffs Office,AR,Craighead,Jonesboro,NC,
7982,Crawford County 911,AR,Crawford,Van Buren,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
311,Crawford County Sheriffs Department,AR,Crawford,Van Buren,NC,
312,Crittenden County Communication Center,AR,Crittenden,West Memphis,NC,
313,Cross County Sheriffs Department,AR,Cross,Wynne,NC,
8090,Crossett Fire Department,AR,Ashley,Crossett,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #291
314,Crossett Police Department,AR,Ashley,Crossett,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #291
315,Dallas County Sheriffs Department,AR,Dallas,Fordyce,NC,
394,Dardanelle Police Department,AR,Yell,Dardanelle,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
7980,Dermot Police Department,AR,Chicot,Dermot,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
316,El Dorado Communications Center,AR,Union,El Dorado,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
8086,England Police Department,AR,Lonoke,England,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #344
7981,Eudora Police Department,AR,Chicot,Eudora,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
317,Eureka Springs Police Department,AR,Carroll,Eureka Springs,NC,
387,Fairfield Bay Police Department,AR,Van Buren,Fairfield Bay,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
318,Faulkner County Sheriffs Office,AR,Faulkner,Conway,NC,
319,Fayetteville E9-1-1,AR,Washington,Fayetteville,NC,
320,Forrest City Police Department,AR,St. Francis,Forrest City,NC,
321,Franklin County Sheriffs Department,AR,Franklin,Ozark,NC,
322,Ft Smith Police Department,AR,Sebastian,Ft Smith,NC,
323,Fulton County Sheriffs Office,AR,Fulton,Salem,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
324,Garland County Sheriffs Department,AR,Garland,Hot Springs,NC,
325,Grant County 9-1-1,AR,Grant,Sheridan,NC,
8089,Greene County Sheriff's Office,AR,Greene,Paragould,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #363
326,Hamburg Police Department,AR,Ashley,Hamburg,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
327,Heber Springs Police Department,AR,Cleburne,Heber Springs,NC,
328,Helena/ West Helena Police Department,AR,Phillips,Helena,O,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
391,Helena/ West Helena Police Department,AR,Phillips,West Helena,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
329,Hope Police Department,AR,Hempstead,Hope,NC,
330,Hot Spring County 9-1-1,AR,Hot Spring,Malvern,NC,
331,Hot Springs Police Department,AR,Garland,Hot Springs,NC,
8092,Hot Springs Village Police Department,AR,Garland,Hot Springs Village,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #324
332,Howard County Sheriffs Office,AR,Howard,Nashville,NC,
333,Izard County Sheriffs Department,AR,Izard,Melbourne,NC,
334,Jacksonville 9-1-1 Center,AR,Pulaski,Jacksonville,NC,
352,Jefferson County - Meca,AR,Jefferson,Pine Bluff,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
335,Johnson County Sheriffs Office,AR,Johnson,Clarksville,NC,
336,Jonesboro 9-1-1,AR,Craighead,Jonesboro,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
337,Lafayette County Sheriffs Office,AR,Lafayette,Lewisville,NC,
338,Lake Village Police Department,AR,Chicot,Lake Village,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #291
339,Lawrence County Communications Center,AR,Lawrence,Walnut Ridge,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
8093,Life Mobile Ems,AR,Garland,Hot Springs,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #324
340,Lincoln County Sheriffs Department,AR,Lincoln,Star City,NC,
341,Little River County Sheriffs Department,AR,Little River,Ashdown,NC,
342,Little Rock Police Department,AR,Pulaski,Little Rock,NC,
343,Logan County Sheriffs Department,AR,Logan,Paris,NC,
344,Lonoke County Sheriffs Department,AR,Lonoke,Lonoke,NC,
345,Lonoke Police Department,AR,Lonoke,Lonoke,NC,
346,Madison County Sheriffs Office,AR,Madison,Huntsville,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
307,Magnolia Police Department,AR,Columbia,Magnolia,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
347,Marianna Police Department,AR,Lee,Marianna,NC,
348,Marion County Sheriffs Department,AR,Marion,Yellville,NC,
349,Maumelle Department Of Public Safety,AR,Pulaski,Maumelle,NC,
350,Maumelle Ems,AR,Pulaski,Little Rock,S,PSAP is either a Duplicate or a Secondary PSAP. Calls are handled by PSAP #349
351,Mcgehee Police Department,AR,Desha,Mcgehee,NC,
353,Miller County Sheriffs Department,AR,Miller,Texarkana,NC,
354,Mississippi County - Blytheville,AR,Mississippi,Blytheville,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
8213,Mississippi County Sheriff's Office,AR,Mississippi,Luxora,A,PSAP was added since the original posting of the FCC Registry.
355,Monroe County Sheriffs Department,AR,Monroe,Clarendon,NC,
356,Montgomery County Sheriffs Office,AR,Montgomery,Mt Ida,NC,
357,Monticello Police Department,AR,Drew,Monticello,NC,
358,Morrilton Police Department,AR,Conway,Morrilton,NC,
359,Nevada County Sheriffs Office,AR,Nevada,Prescott,NC,
360,Newport Police Department,AR,Jackson,Newport,NC,
361,Newton County Sheriffs Department,AR,Newton,Jasper,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
302,North Little Rock 9-1-1,AR,Pulaski,North Little Rock,M,"PSAP Name, State, County or City text has been modified since the original posting of the FCC Registry."
